673,775,781,773,781,834,674,835
494,815,598,807,601,840,497,848
415,806,501,818,496,849,410,837
446,556,559,558,558,583,446,581
480,506,577,514,575,538,478,530
681,673,737,675,736,686,681,684
457,590,558,591,558,616,457,615
307,603,348,602,348,615,307,616
246,469,307,470,307,481,246,480
673,582,734,581,734,593,673,594
711,523,760,523,760,536,711,535
464,638,551,637,551,653,464,654
671,495,723,494,724,507,671,508
296,589,350,588,350,601,296,602
677,631,719,632,719,643,677,642
687,745,715,745,714,758,687,757
679,601,726,602,726,614,679,613
252,558,301,558,301,570,252,570
675,508,725,509,725,522,674,521
243,483,309,484,309,496,243,495
673,422,742,423,742,436,673,435
683,731,711,732,711,743,683,743
702,452,741,453,741,464,702,463
418,673,473,668,475,691,421,696
243,573,298,573,298,585,242,585
707,658,762,659,762,672,707,670
672,567,731,568,731,581,671,579
677,466,713,467,713,477,677,476
677,438,734,439,733,451,677,450
682,688,736,687,736,698,682,699
721,631,761,632,761,643,721,643
716,616,757,616,757,628,716,628
336,814,385,815,385,830,336,829
676,716,712,717,712,728,675,727
242,693,286,693,286,705,243,706
677,702,713,703,712,714,676,713
739,731,783,731,783,744,739,743
743,716,782,716,782,728,742,727
297,616,334,617,334,629,297,629
473,657,547,657,547,673,473,672
247,589,292,589,291,601,247,600
727,644,771,645,771,657,726,656
319,559,347,558,348,570,319,570
242,708,281,709,280,722,242,721
710,466,745,467,745,478,709,477
244,542,305,543,305,556,243,555
673,660,715,661,715,672,672,671
674,552,718,553,718,564,674,564
737,480,771,482,771,494,737,492
744,452,779,452,779,464,744,464
286,816,335,815,335,829,286,830
248,634,281,633,281,645,248,646
722,552,761,552,761,565,722,564
245,499,282,499,282,510,245,509
725,437,775,438,775,451,725,450
672,539,705,538,705,550,673,550
675,481,728,482,727,494,675,493
708,538,747,539,747,552,707,551
320,439,352,439,352,452,320,451
244,619,286,620,286,631,244,630
722,509,761,510,760,523,722,521
254,605,286,604,286,616,254,617
282,499,315,499,315,511,282,510
711,702,744,702,744,713,711,713
290,648,328,649,328,661,290,660
318,528,349,528,349,540,318,540
243,679,283,677,283,689,244,690
267,454,304,455,304,465,267,464
262,816,289,815,289,829,262,829
273,528,309,530,309,541,272,539
739,688,772,687,772,699,739,699
748,602,778,601,778,613,748,614
315,422,353,423,353,435,315,435
317,498,353,497,353,510,317,510
742,701,776,702,776,714,742,714
334,649,364,649,365,659,334,660
327,542,359,543,359,555,327,554
741,538,775,538,775,551,741,551
331,693,357,694,357,706,330,705
437,687,475,683,478,707,440,712
266,438,298,438,298,449,266,449
251,664,277,664,277,676,251,676
315,513,351,513,351,526,315,526
283,663,314,663,314,674,283,675
296,632,336,632,335,645,295,644
316,468,343,468,343,479,316,479
746,495,778,495,777,508,746,507
676,453,715,453,714,464,676,464
338,634,370,634,370,646,338,645
301,574,333,573,333,584,301,585
244,437,267,438,267,450,243,449
725,674,761,673,761,684,725,685
675,615,720,617,719,628,675,626
720,716,753,716,752,728,720,728
328,664,353,664,353,676,328,676
267,649,292,649,292,659,267,660
244,423,277,423,277,435,244,434
674,523,710,524,710,536,674,534
724,495,752,495,751,508,724,507
242,648,265,649,265,660,242,660
315,484,339,483,339,495,315,496
716,602,752,602,752,614,716,614
243,514,267,514,266,526,243,526
266,424,298,424,298,434,266,434
673,645,712,645,711,656,673,656
286,678,313,678,313,690,286,690
338,618,361,618,361,631,337,630
296,439,318,439,318,451,295,451
306,694,336,694,336,706,306,706
312,680,334,680,334,691,311,691
241,529,274,529,274,540,241,540
312,664,336,664,336,676,312,675
243,454,275,455,275,464,243,464
279,692,309,692,309,706,279,705
282,513,308,513,308,525,282,525
720,732,747,732,747,743,720,743
288,423,318,423,318,434,288,435
336,679,358,678,358,690,337,690
348,424,373,424,373,435,348,435
