401,84,512,83,512,109,401,110
176,292,244,299,242,322,174,315
242,127,319,126,319,141,242,143
29,248,110,248,110,266,29,265
137,126,189,128,188,142,137,140
353,189,407,188,407,212,354,213
144,46,182,46,182,59,144,59
285,95,333,96,333,110,285,109
144,249,190,251,190,264,144,263
240,161,291,160,291,173,241,174
374,122,457,122,457,149,374,149
377,244,432,244,432,257,377,256
139,142,184,141,184,155,139,156
162,175,200,177,200,189,162,188
465,121,512,120,512,146,466,148
281,63,325,62,325,77,281,78
164,234,202,236,202,249,163,248
373,260,420,259,420,271,373,271
384,281,422,280,422,293,384,293
190,110,249,111,249,125,190,125
487,244,546,245,546,258,487,257
483,260,528,259,528,271,484,272
467,29,500,28,500,44,467,44
449,260,482,260,482,272,449,272
162,194,206,195,206,210,162,209
410,27,441,28,441,42,410,41
297,161,326,160,326,173,297,174
119,292,179,298,177,320,117,314
233,176,274,177,273,189,233,188
256,78,301,78,301,90,256,90
278,221,311,220,312,235,278,236
292,30,327,29,327,44,293,45
352,28,377,29,377,41,352,41
135,111,171,112,171,126,135,125
412,191,447,190,447,212,412,213
135,158,166,159,166,172,135,171
240,222,278,223,278,238,240,236
247,64,287,64,287,77,247,76
425,244,471,245,471,258,425,256
163,206,204,208,203,222,163,220
379,27,408,28,408,41,379,41
135,93,160,94,160,107,134,106
165,32,197,32,197,45,165,45
200,142,236,142,236,155,200,155
160,111,206,112,206,125,160,124
161,160,193,162,193,175,161,174
214,32,243,31,243,44,215,46
135,177,161,178,160,188,135,188
191,160,217,161,216,174,191,174
136,63,175,66,175,79,136,77
241,32,281,31,281,44,242,45
173,64,202,64,202,76,173,75
203,236,232,237,232,249,203,248
165,219,199,220,199,235,165,234
136,77,164,79,163,91,135,89
209,97,251,96,251,109,209,109
194,126,244,128,243,140,194,139
217,78,250,79,250,91,217,89
416,259,449,260,449,272,416,271
167,98,205,96,206,108,167,109
212,177,241,177,241,189,212,188
211,160,235,161,235,175,210,174
263,280,289,281,288,293,262,292
209,222,233,222,233,235,209,235
227,293,262,295,261,311,226,308
177,78,206,79,206,90,177,89
136,33,161,32,161,46,136,46
292,280,321,281,321,294,292,293
156,78,178,78,178,89,155,89
237,280,260,281,260,293,236,292
194,44,222,44,221,56,194,56
134,221,154,221,154,234,134,234
259,94,289,94,289,108,259,108
