265,38,475,41,475,69,265,66
267,74,415,77,415,103,266,100
263,110,356,111,356,131,262,129
312,18,417,20,417,37,312,35
89,154,166,155,165,170,89,168
257,201,331,199,332,217,257,218
74,60,115,59,115,71,74,72
385,203,442,205,441,218,384,217
28,59,71,60,71,72,28,72
258,19,306,18,306,33,259,34
85,85,123,86,123,98,85,98
320,148,361,149,361,167,320,166
132,111,168,112,168,127,131,126
34,83,69,84,69,97,33,96
478,205,513,206,513,219,478,218
29,186,73,185,73,199,29,200
274,145,311,145,311,164,274,164
28,209,70,208,71,222,28,223
28,103,55,103,54,115,28,115
449,204,475,205,474,219,449,218
138,19,184,20,184,33,138,32
29,142,54,144,53,156,28,154
352,203,380,204,380,218,352,217
113,87,142,87,142,97,113,98
