62,130,183,132,182,151,61,149
55,103,193,107,193,125,55,121
178,42,235,43,235,55,178,55
114,221,175,222,174,238,114,237
546,110,572,108,582,294,557,296
91,85,161,87,161,100,91,99
178,57,236,58,236,69,177,68
39,265,118,264,118,277,39,277
30,56,86,57,86,69,30,68
163,306,231,304,231,320,163,322
167,74,227,73,227,84,168,85
123,263,180,264,180,277,123,276
149,151,198,152,198,165,149,164
31,152,92,153,92,165,31,164
89,171,121,170,121,187,89,188
651,87,683,86,686,216,654,217
38,73,86,71,86,83,39,85
184,19,222,18,222,33,184,34
82,155,129,153,129,166,82,168
29,42,93,43,93,55,29,55
121,196,159,197,159,215,120,214
47,246,120,247,120,260,47,258
133,171,164,172,164,190,132,189
88,75,141,73,141,85,89,86
131,21,179,19,180,34,132,35
96,20,129,20,129,34,96,34
184,264,213,265,213,276,184,276
128,56,162,58,161,69,127,67
218,21,246,21,246,34,218,34
188,150,227,151,227,166,188,165
94,41,133,43,132,56,94,54
93,196,116,197,116,214,93,213
296,244,308,244,310,308,297,309
83,222,108,221,108,237,83,238
