301,55,503,58,502,88,301,85
299,128,509,131,509,159,298,155
436,378,523,375,524,396,437,399
298,91,449,93,449,121,298,120
367,30,481,29,481,47,367,48
311,161,423,164,423,194,311,192
412,202,501,204,501,218,411,216
283,359,365,361,365,375,283,374
123,310,199,312,199,324,123,322
23,369,70,367,70,379,23,380
63,55,133,53,134,65,63,67
34,122,76,122,76,134,35,134
132,353,207,354,207,366,132,365
301,287,371,288,370,301,301,300
352,232,436,231,436,256,353,257
24,234,69,235,69,248,24,247
23,54,70,55,70,67,23,66
313,272,373,270,374,285,313,286
412,270,475,271,475,287,412,286
437,162,501,161,501,191,437,192
459,289,505,288,505,301,459,302
142,123,190,122,191,133,142,134
92,72,163,70,163,82,92,84
299,334,336,335,336,350,299,349
445,95,513,96,512,121,445,120
610,372,669,373,669,385,610,384
35,326,80,327,80,338,35,338
134,326,201,327,201,338,134,338
301,204,356,205,356,217,301,217
189,270,243,270,243,282,189,282
157,236,225,236,225,249,157,250
127,268,178,269,178,282,127,281
22,71,65,71,65,82,22,82
72,235,127,236,126,249,72,248
449,235,485,235,485,257,449,256
43,270,91,270,91,282,43,282
25,138,77,137,77,149,25,150
390,324,431,323,432,345,391,346
419,288,453,287,453,301,419,301
83,325,150,326,150,338,83,338
22,106,58,105,58,117,23,118
325,34,367,33,367,46,325,47
59,104,113,105,112,118,59,118
24,186,64,186,64,197,24,197
20,354,45,353,46,365,21,366
94,271,123,272,123,282,94,281
544,372,569,372,570,384,544,385
370,288,406,288,405,301,370,301
22,220,50,221,49,233,21,232
140,54,196,56,195,67,139,66
362,204,391,205,391,217,362,217
314,232,347,233,347,256,314,255
42,353,74,352,75,365,43,365
87,138,146,137,146,148,88,149
84,353,114,353,114,365,84,365
156,69,190,68,191,80,156,81
24,40,54,39,55,53,24,53
45,311,81,312,81,323,45,323
194,56,221,55,221,66,194,67
574,371,606,371,606,384,574,383
276,333,304,333,304,350,276,351
120,236,161,236,161,249,121,249
622,157,634,156,636,205,623,206
221,57,241,56,241,67,221,68
20,312,53,311,54,324,20,325
