291,123,509,126,508,155,290,151
304,51,497,55,497,84,304,80
431,379,519,376,520,397,431,400
341,227,425,226,425,247,341,248
354,28,473,30,473,47,354,45
302,159,423,161,422,190,302,187
406,194,487,196,487,212,406,210
294,88,451,91,451,118,294,114
279,338,327,339,327,358,279,358
293,283,363,280,363,293,294,296
428,159,497,158,497,188,429,189
299,365,374,368,374,383,299,381
160,237,217,237,217,250,160,251
296,196,355,195,355,210,296,211
102,71,170,69,170,83,103,84
304,265,366,264,367,279,304,281
413,264,476,263,476,279,414,280
602,372,663,371,664,385,602,386
449,282,498,281,498,295,449,296
70,327,142,328,142,341,70,340
35,122,89,123,89,135,34,134
122,312,198,313,198,325,121,324
49,108,104,107,104,121,49,122
75,55,137,55,137,67,75,68
20,369,69,370,69,381,20,380
18,56,59,56,59,70,17,69
65,237,114,235,115,248,65,250
133,123,184,123,184,135,133,136
17,107,53,107,53,120,17,120
17,326,51,327,50,341,17,340
442,91,505,91,505,116,442,115
437,229,471,230,471,251,437,250
130,327,199,328,199,341,130,340
80,140,140,139,140,151,80,152
165,355,199,355,199,367,165,368
317,32,363,33,363,46,317,45
19,72,65,73,65,84,18,83
127,56,178,55,178,68,127,69
184,271,237,270,238,283,184,284
406,281,442,281,442,294,406,295
361,281,400,280,401,293,361,295
119,237,148,238,148,249,119,248
189,188,235,187,235,199,189,200
566,372,598,372,598,385,566,385
18,139,65,137,66,150,19,152
123,355,158,354,158,367,123,367
60,312,121,312,121,325,60,325
22,236,58,237,57,248,21,247
185,55,223,54,223,67,185,69
37,272,87,272,86,284,37,284
148,221,190,222,190,235,148,235
15,124,45,123,46,135,16,137
351,195,384,195,384,210,351,210
117,272,170,271,170,282,117,284
539,372,563,372,563,386,539,386
12,312,43,311,43,324,12,325
16,222,45,223,44,235,15,234
404,320,442,320,442,343,403,342
13,271,39,272,39,284,12,283
16,187,58,186,58,199,16,200
116,222,142,222,142,236,117,236
75,122,120,122,120,134,75,134
16,354,41,354,41,366,16,366
90,355,120,355,120,367,90,368
38,354,69,354,69,367,38,367
270,367,302,368,301,383,270,382
92,272,122,273,122,283,92,282
45,55,93,54,93,67,45,69
