64,132,193,135,193,155,64,152
55,106,194,111,194,130,55,125
541,72,569,70,585,310,557,313
50,156,117,157,117,170,50,169
47,266,113,267,113,280,47,279
172,46,242,47,241,60,172,58
48,251,120,252,119,265,48,264
95,92,157,91,158,105,95,106
35,45,93,47,93,59,35,58
152,75,214,77,214,89,151,87
174,62,243,60,244,72,175,74
173,310,231,309,231,323,173,324
45,76,85,76,85,88,45,87
94,76,132,76,132,87,93,86
141,155,197,156,197,169,141,168
83,283,131,282,131,294,84,296
112,227,176,228,175,241,112,239
655,123,687,122,688,229,656,229
185,23,229,22,229,37,185,38
123,200,162,201,161,218,122,216
121,284,172,283,172,295,121,296
123,267,180,268,180,280,123,278
136,23,182,24,182,38,136,37
88,174,123,174,123,190,88,190
136,176,169,177,169,194,136,193
95,24,138,23,138,37,95,38
186,267,216,267,216,279,186,279
119,251,186,253,186,266,119,265
192,155,228,156,228,170,192,169
102,47,138,48,138,59,101,57
297,227,308,226,312,297,301,298
86,226,112,226,112,240,86,240
134,62,170,63,170,73,134,73
94,200,120,200,120,218,94,217
219,23,250,24,250,37,218,37
124,75,169,76,169,87,124,86
