77,76,165,78,164,96,77,93
52,29,156,32,156,49,52,47
42,53,146,54,146,73,42,72
53,202,104,204,104,218,53,216
79,128,140,126,140,145,80,147
37,222,110,225,109,243,36,240
229,95,277,92,277,104,230,107
316,84,369,86,369,97,315,95
46,99,114,101,114,118,46,116
233,231,289,232,288,246,233,245
235,32,286,31,287,45,235,46
313,223,359,221,360,233,313,234
106,11,139,12,138,25,106,24
342,13,382,12,382,23,342,24
225,209,265,211,264,223,224,221
117,98,168,97,169,115,117,116
298,72,343,73,343,84,297,83
287,172,325,171,325,185,288,186
266,122,291,123,291,134,266,134
225,72,258,73,258,84,225,83
611,73,623,72,629,148,617,149
246,181,287,179,287,194,246,195
316,121,362,122,362,135,316,134
350,123,382,122,382,134,350,135
70,12,106,13,106,26,70,25
261,72,297,72,297,84,261,84
148,130,177,130,176,146,148,146
239,13,282,12,282,24,239,25
46,127,76,127,76,146,46,145
41,12,70,13,70,25,41,24
49,186,77,187,77,199,48,198
224,122,253,121,253,134,225,134
326,173,354,173,353,184,326,184
341,163,364,162,365,174,341,175
261,85,309,84,309,95,261,97
275,218,306,221,305,233,274,229
315,130,367,131,367,144,315,143
226,43,276,44,276,56,226,55
232,163,283,162,283,174,232,175
325,33,351,32,352,44,325,44
231,132,262,131,262,144,231,144
286,161,323,160,323,172,286,173
127,56,177,56,177,73,127,72
310,13,336,12,336,24,310,25
361,222,393,224,392,235,360,233
284,12,308,11,309,25,284,25
318,160,343,160,343,172,318,172
224,173,257,173,257,186,224,186
