461,321,755,319,755,369,461,371
469,245,679,246,679,303,468,301
151,271,234,273,233,287,151,286
259,190,381,192,380,209,259,207
131,407,240,410,239,425,131,422
487,911,557,911,557,930,487,929
912,575,1028,576,1028,592,912,591
233,629,333,631,333,648,233,646
587,705,658,707,658,722,587,720
125,251,213,254,212,271,125,268
157,445,236,448,236,463,157,460
827,190,948,192,947,209,827,207
525,433,604,435,604,451,525,450
127,327,206,328,206,342,126,341
136,671,196,673,195,689,136,687
830,309,934,308,934,324,830,325
996,252,1090,253,1089,269,996,268
592,37,646,36,646,52,592,53
1042,429,1091,430,1090,443,1042,442
832,99,909,98,909,112,832,114
826,171,915,171,915,185,826,184
1007,351,1089,349,1089,364,1007,366
844,274,896,274,896,286,844,285
131,292,181,292,182,304,131,305
459,433,521,434,521,450,459,449
267,170,329,172,329,186,267,185
856,809,921,808,921,824,857,825
124,709,184,711,184,725,124,723
290,348,358,349,357,365,290,364
865,754,932,755,932,771,865,770
308,290,370,291,370,306,308,305
616,688,670,689,669,703,616,702
821,636,903,635,903,652,822,653
819,519,884,519,883,533,819,532
588,2,659,3,659,18,588,17
183,689,318,689,318,706,183,705
458,198,563,199,563,216,458,215
1009,501,1092,500,1092,514,1009,515
120,810,199,811,199,826,120,825
122,191,210,192,210,208,122,207
687,137,767,138,767,154,686,152
705,200,758,200,759,214,705,214
488,113,579,115,579,135,487,133
526,175,594,177,593,190,526,188
122,650,184,649,185,665,122,666
920,518,964,519,964,533,920,532
951,309,1014,310,1014,324,950,323
300,100,355,99,355,112,300,113
184,464,261,465,261,478,184,477
830,213,886,215,885,227,829,225
623,550,695,551,695,568,623,567
169,309,223,311,223,323,169,322
466,705,505,707,504,720,465,718
823,329,913,331,913,345,823,344
485,137,536,137,536,153,485,153
175,592,238,591,238,604,175,606
209,534,261,535,261,550,208,549
524,413,596,413,596,428,524,427
124,367,185,368,185,383,124,382
491,627,559,628,559,642,490,641
119,348,212,347,212,363,119,364
831,250,924,252,924,269,831,267
333,118,406,117,406,131,333,132
204,252,274,255,273,271,203,268
576,909,639,909,639,929,576,929
826,293,916,292,916,305,826,307
124,386,185,387,185,401,124,400
195,427,257,429,257,443,195,441
1036,292,1077,292,1077,304,1036,305
833,153,899,155,899,168,833,167
660,90,738,89,739,109,660,110
123,793,169,792,170,806,123,808
893,554,950,555,949,570,892,569
199,212,263,214,263,227,198,226
187,9,226,9,226,26,187,25
571,89,658,90,657,110,571,109
479,600,552,601,552,615,479,614
280,499,348,501,348,516,280,514
130,97,220,98,220,114,130,113
579,721,640,723,639,739,578,738
290,610,356,611,356,625,290,624
888,212,939,213,938,227,887,226
124,592,169,590,170,604,125,605
284,517,344,518,344,533,283,532
820,501,877,500,877,513,820,514
923,501,978,500,978,514,924,514
276,483,334,482,335,495,276,496
820,446,874,446,874,461,820,461
995,212,1052,213,1052,228,994,228
542,453,604,454,603,470,541,469
228,153,278,154,277,168,227,167
131,171,195,172,195,186,131,184
825,351,873,351,873,364,825,363
265,116,331,117,331,131,265,130
291,591,349,592,348,606,291,605
255,651,313,650,313,663,255,665
212,500,272,502,272,517,211,515
145,117,207,119,207,131,145,130
460,549,518,550,518,566,460,565
849,231,900,232,900,244,849,243
1036,333,1090,332,1090,345,1036,346
1060,393,1106,392,1107,406,1060,407
122,731,174,731,174,747,123,747
212,769,257,768,257,784,213,784
974,1006,1024,1006,1024,1021,974,1021
600,516,653,515,653,531,601,532
326,308,378,309,377,324,326,322
488,884,546,883,546,903,488,904
308,734,358,733,358,748,308,749
894,135,948,134,948,148,894,149
925,273,978,274,978,287,925,285
946,3,996,3,996,18,946,17
526,136,584,138,584,154,526,153
822,410,878,411,878,424,822,423
908,535,959,537,958,550,908,549
310,211,376,213,375,228,309,226
139,501,203,502,203,516,139,515
821,1006,867,1006,867,1021,822,1021
614,61,662,60,663,79,614,80
460,454,518,456,517,471,459,470
534,687,601,688,601,703,534,701
870,483,913,482,913,495,870,496
827,536,888,536,888,549,828,550
327,231,376,231,377,245,327,245
1003,135,1053,134,1053,149,1004,149
199,483,256,483,256,496,200,497
334,134,405,133,405,149,334,150
205,367,256,368,256,381,205,381
606,534,664,535,664,551,606,550
229,9,279,8,279,25,230,26
505,722,563,723,562,738,504,737
515,738,558,739,557,753,514,751
202,651,258,650,258,664,202,664
201,670,280,672,279,688,201,687
917,252,994,253,994,269,917,268
821,390,891,392,891,407,820,405
144,518,193,519,192,533,144,532
205,517,266,518,266,534,205,533
820,368,862,369,861,382,819,381
233,386,272,387,272,400,233,399
190,734,263,733,263,747,190,748
520,392,577,391,577,408,520,408
659,113,756,116,755,135,659,133
123,309,162,309,162,322,123,323
124,212,185,214,184,228,124,226
879,351,930,350,930,364,879,365
346,672,395,671,395,688,346,689
127,463,173,464,173,478,127,477
298,536,351,535,351,550,298,551
1025,98,1064,99,1064,113,1025,112
824,464,871,465,871,478,824,477
498,643,563,643,564,657,498,658
661,3,711,4,711,18,661,18
461,413,524,414,524,428,461,428
243,310,300,310,300,323,243,324
1045,196,1081,195,1081,209,1045,209
268,212,319,212,319,227,268,226
253,446,305,447,305,462,253,460
119,231,176,231,175,245,119,244
970,446,1023,446,1023,460,970,461
462,535,526,535,526,551,462,551
226,554,264,554,264,568,226,568
937,170,973,171,973,185,937,184
607,500,656,499,657,513,607,514
928,829,962,830,962,845,928,844
880,1005,936,1006,935,1021,880,1020
461,516,527,517,527,532,461,532
957,99,1010,98,1011,113,957,113
279,464,325,464,325,478,279,477
1064,212,1101,213,1101,228,1064,228
1042,533,1081,534,1080,552,1041,551
873,118,929,116,929,130,873,131
582,61,629,60,629,79,583,80
212,194,256,194,256,209,212,208
457,996,505,996,506,1019,458,1019
821,755,858,754,858,770,822,771
531,662,580,663,580,676,531,675
855,428,908,428,908,442,855,442
920,483,969,482,969,495,920,496
224,349,282,348,282,363,224,364
313,408,371,409,371,424,312,423
465,501,509,501,509,515,464,515
849,618,912,617,912,633,849,634
1029,619,1066,619,1066,634,1028,633
553,536,615,535,615,550,553,551
946,350,978,349,978,363,947,364
979,429,1023,429,1023,441,979,440
668,176,704,175,704,188,668,189
344,650,397,650,397,665,345,665
692,159,748,157,748,170,692,171
125,630,171,631,171,645,125,645
890,410,936,410,936,424,890,424
951,192,1035,192,1035,208,952,209
1030,517,1084,517,1084,531,1031,532
915,331,959,329,959,344,915,345
820,135,878,135,878,149,819,148
629,137,683,138,683,153,628,152
209,133,262,134,262,149,209,148
460,739,499,739,499,753,460,752
127,554,175,555,175,569,127,568
171,573,228,574,227,587,170,586
1044,445,1077,446,1076,461,1043,460
311,427,361,429,361,442,310,441
1019,308,1057,309,1056,324,1018,323
575,114,655,116,655,135,575,133
1060,465,1094,466,1094,479,1059,478
127,428,164,429,164,442,126,441
987,331,1046,329,1046,345,987,346
954,392,1013,391,1013,405,955,406
203,117,257,116,258,131,203,132
458,625,505,627,504,642,458,640
985,117,1041,116,1041,131,985,131
357,499,393,501,393,515,356,514
1070,195,1105,195,1104,209,1070,209
1019,411,1052,411,1053,423,1019,424
458,722,496,723,496,737,458,736
595,157,652,157,652,170,595,170
525,705,578,706,578,720,524,719
126,691,171,691,171,705,126,705
589,996,624,997,623,1019,589,1019
199,752,243,752,243,765,199,765
977,410,1015,410,1016,422,977,423
